"ProductId","Image Url","Video Url","Product Desc","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Store Level","Comment Score","Promotion Url","Seller Code","Code Available Time Start","Code Available Time End","Code Campaign Type","Code Value/Rate","Code Mini Spend","Code Quantity","Code Promotion Url"
"1005004090750597","https://ae04.alicdn.com/kf/S69ee23aaafe144a1a78e512c7cb648265.jpg","https://cloud.video.taobao.com/play/u/2213742082327/p/1/e/6/t/10301/353764846761.mp4","LMRC LM19 Drone Boeing Bell V-22 Osprey Non-Folding Aerial Professional Model Remote Control Helicopter Quadcopter Drones Toys","USD 73.84","0.00%","USD","7","USD 5.17","44","No Score","5","https://s.click.aliexpress.com/e/_DF0Yl0X",,,,,,,,
"1005004309886645","https://ae04.alicdn.com/kf/S9c698b96e0d444aa9366dc7890de8be36.jpg","","S91 4K Drone Profession Obstacle Avoidance Dual Camera RC Quadcopter Dron FPV 5G WIFI Long Range Remote Control Helicopter Toys","USD 3.30","25.00%","USD","8.0","USD 0.26","29","Good","3.8","https://s.click.aliexpress.com/e/_DEIscH5",,,,,,,,
"1005002555076124","https://ae04.alicdn.com/kf/Hcd5f44e43e7940e496c812f0cd0f2b8aU.jpg","https://cloud.video.taobao.com/play/u/2211509387674/p/1/e/6/t/10301/308079551350.mp4,https://cloud.video.taobao.com/play/u/2211509387674/p/1/e/6/t/10301/308078671198.mp4","F8 GPS Drone 5G HD 4K Camera Professional 2000m Image Transmission Brushless Motor Foldable Quadcopter RC Dron Gift","USD 88.60","50.00%","USD","8.0","USD 7.09","30","Good","4.7","https://s.click.aliexpress.com/e/_DEih7CX",,,,,,,,
"1005003753827157","https://ae04.alicdn.com/kf/S4fd46b93122343a58e7ad4afec65204cH.jpg","https://cloud.video.taobao.com/play/u/2212826004995/p/1/e/6/t/10301/343178509374.mp4","Mini Dron KY101 Drone 4K Profesional HD Aerial Camera RC FPV Quadcopter UAV Real-time Helicopter Toys Gift For Photography Boy","USD 25.64","30.00%","USD","7","USD 1.79","195","Below Average","4.6","https://s.click.aliexpress.com/e/_DeWMc71",,,,,,,,
"1005001924876631","https://ae04.alicdn.com/kf/H26d4b44dbb1e4c0d973532941d69fd73x.jpg","https://cloud.video.taobao.com/play/u/2200760960744/p/1/e/6/t/10301/291752068834.mp4","HGRC 2.4G Mini Watch RC Drone With 720P Camera HD Wifi Fpv Gesture Sensing Quadcopter Model Professional dron Toys for boys","USD 19.94","42.00%","USD","8.0","USD 1.60","24","Average","4.2","https://s.click.aliexpress.com/e/_DFhgks7",,,,,,,,
"1005004145089394","https://ae04.alicdn.com/kf/Sca1563cea4714d97a6a106e7c3b332e4e.jpg","https://cloud.video.taobao.com/play/u/2206508477832/p/1/e/6/t/10301/1100018708185.mp4","New KY910 Mini Drone 4K Professional HD Dual Camera 2.4G Wifi FPV Foldable RC Quadcopter Aerial Photography Aircraft","USD 0.01","0.00%","USD","8.0","USD 0.00","37","Good","4.8","https://s.click.aliexpress.com/e/_DlzBzfl",,,,,,,,
"1005004552210742","https://ae04.alicdn.com/kf/S0d2b2f86f1934c48bc0c98b0434a1475t.jpg","https://cloud.video.taobao.com/play/u/126949154/p/1/e/6/t/10301/1100069190281.mp4","2022 New LSRC XT5 Mini Drone 4K Dual Camera Four Side Obstacle Avoidance Optical Flow Positioning Foldable Quadcopter Toys Gifts","USD 42.70","53.00%","USD","7","USD 2.99","25","Good","5","https://s.click.aliexpress.com/e/_DBrNhwb",,,,,,,,
"1005003886188100","https://ae04.alicdn.com/kf/Sb61a799340b4445d97ca2e4aa22094f6M.jpg","https://cloud.video.taobao.com/play/u/2212235076819/p/1/e/6/t/10301/347200361334.mp4,https://cloud.video.taobao.com/play/u/2212235076819/p/1/e/6/t/10301/330008872342.mp4","New Mini Drone With 4K HD Camera RC Helicopter Quadrocopter One-Key Return FPV Follow Me Foldable Quadcopter boy's Toys Gift Box","USD 34.99","50.00%","USD","9.0","USD 3.15","21","Good","4","https://s.click.aliexpress.com/e/_DCGuIf1",,,,,,,,
"1005004313524348","https://ae04.alicdn.com/kf/Sa5aa84784e594f87bc898481d5293bedD.jpg","","Drone 8k Profesional5G WIFI HD Camera Drone Quadcopter Photograph Distance 300m Drone HD Wide-Angle Dual Camera Gift Toy","USD 17.27","25.00%","USD","8.0","USD 1.38","21","Good","3.4","https://s.click.aliexpress.com/e/_DFAFsZd",,,,,,,,
"1005004325083319","https://ae04.alicdn.com/kf/S4042f2f5e7f74c6d85d1af2e004367be8.jpg","","New K6 RC Mini Drone 4K HD Camera Wifi FPV Four Sides Infrared Obstacle Avoidance Folding Quadcopter Helicopter Boy Toy Gift","USD 23.44","60.00%","USD","7","USD 1.64","83","Good","4.7","https://s.click.aliexpress.com/e/_DBiJSwR",,,,,,,,
"1005004438537586","https://ae04.alicdn.com/kf/S63301663c8db4e289c188cbe9c58ce87P.jpg","https://cloud.video.taobao.com/play/u/2210864029826/p/1/e/6/t/10301/1100049840676.mp4,https://cloud.video.taobao.com/play/u/2210864029826/p/1/e/6/t/10301/1100054030193.mp4","XYRC S6S Mini GPS Drone 4K Professinal Dual HD EIS Camera Light Flow 5G Wifi Brushless Folding Quadcopter RC Helicopter Toys","USD 76.86","52.00%","USD","7","USD 5.38","30","Good","5","https://s.click.aliexpress.com/e/_DDQnq31",,,,,,,,
"1005004227017475","https://ae04.alicdn.com/kf/Sbb8aba9da6e444f8ae17a160baba3a87S.jpg","https://cloud.video.taobao.com/play/u/3907999441/p/1/e/6/t/10301/1100019629411.mp4","TENXIND 8S Drone With Camera RC Quadrocopter WIFI Dron Aerial Photography Ultra-Long Life 360° Rollover Airplanes Drones Toy Kit","USD 19.19","59.00%","USD","7","USD 1.34","21","No Score","4.8","https://s.click.aliexpress.com/e/_DeX9hND",,,,,,,,
"1005002186176572","https://ae04.alicdn.com/kf/H646f73e15768448c83fff7e0e90c15789.jpg","https://cloud.video.taobao.com/play/u/2209513885820/p/1/e/6/t/10301/299358979365.mp4","KY905 Mini Foldable RC Remote Controller Quadcopter FPV Drone Aerial Photography","USD 17.58","20.00%","USD","7","USD 1.23","25","Average","4.2","https://s.click.aliexpress.com/e/_DDufOPv",,,,,,,,
"1005002777240570","https://ae04.alicdn.com/kf/Se2c04c986d534ac5af749269eb03bbe8k.jpg","https://cloud.video.taobao.com/play/u/2210864029826/p/1/e/6/t/10301/345263351904.mp4","KF102 MAX  GPS Drone 4k Profesional 8K HD Camera 5G Wifi 2-Axis Gimbal Aerial Photography Brushless Foldable Quadcopter","USD 138.88","49.00%","USD","8.0","USD 11.11","82","Good","4.6","https://s.click.aliexpress.com/e/_DkeBpIL",,,,,,,,
"1005004291651513","https://ae04.alicdn.com/kf/Sd79426c5c6c94c11b5c9da4c30fb3820J.jpg","https://cloud.video.taobao.com/play/u/2212826004995/p/1/e/6/t/10301/1100029740846.mp4","8S(L) Drone WIFI Remote HIGH Definition 4K Aerial Photography Quadcopter Toy Kid RC Aircraft Long Endurance FPV UAV Hubsan mini","USD 26.90","32.00%","USD","7","USD 1.88","42","Below Average","4.4","https://s.click.aliexpress.com/e/_DmqwxaT",,,,,,,,
"1005004282335944","https://ae04.alicdn.com/kf/Sf5ef6d1658d0414f9047284d7cadd3ecJ.png","https://cloud.video.taobao.com/play/u/2212405053398/p/1/e/6/t/10301/1100028024494.mp4","New Gift Boxes And Totes E88 Pro WIFI FPV Drone With Wide Angle HD 4K 1080P Camera Height Hold RC Foldable Quadcopter Dron Toy","USD 4.44","60.00%","USD","11.0","USD 0.49","29","Average","0","https://s.click.aliexpress.com/e/_DmkZEJZ",,,,,,,,
"1005002771270054","https://ae04.alicdn.com/kf/H8ab5505b745b41d19970bafb104f5e1cS.jpg","https://cloud.video.taobao.com/play/u/2211509387674/p/1/e/6/t/10301/312683364504.mp4","F11 2021 New Quadcopter 4K HD Professional Camera 5G WIFI FPV Drone Image Transport Brushless Motor Foldable GPS Dron Toys","USD 92.60","50.00%","USD","8.0","USD 7.41","199","Good","4.9","https://s.click.aliexpress.com/e/_DFHuDpZ",,,,,,,,
"1005003124007868","https://ae04.alicdn.com/kf/S5836fc75d6f6466a9a605473b54604adH.jpg","https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/344757355060.mp4,https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/344757019334.mp4","2022 NEW RG101 MAX GPS Drone 8K Professional Dual HD Camera FPV 3Km Aerial Photography Brushless Motor Foldable Quadcopter Toys","USD 75.19","54.00%","USD","7","USD 5.26","1338","Average","4.5","https://s.click.aliexpress.com/e/_DCR5bkP",,,,,,,,
"1005003017918056","https://ae04.alicdn.com/kf/H48b0dbba8dca49bb8235afe1ea974e41g.jpg","https://cloud.video.taobao.com/play/u/2211407323816/p/1/e/6/t/10301/320279610786.mp4,https://cloud.video.taobao.com/play/u/2211407323816/p/1/e/6/t/10301/323105868003.mp4","WLRC NEW KAI ONE PRO MAX 8K Drone GPS Professional HD Dual Camera 3-Axis Gimbal Brushless Motor RC Quadcopter 1.2km Toys for boy","USD 152.99","40.00%","USD","11.0","USD 16.83","20","Top","4.5","https://s.click.aliexpress.com/e/_DnPCeeR",,,,,,,,
"1005003430886002","https://ae04.alicdn.com/kf/H4dbd3bf491404fae93f473188f013f5dk.jpg","https://cloud.video.taobao.com/play/u/2201286265159/p/1/e/6/t/10301/335634200048.mp4,https://cloud.video.taobao.com/play/u/2201286265159/p/1/e/6/t/10301/1100010547936.mp4","2021 New JC801 UAV HD Professional Dual Camera Remote Control Helicopter 4K Dual Camera Drone Aerial Photography Quadcopter WIFI","USD 22.83","52.00%","USD","8.0","USD 1.83","1533","Good","4.6","https://s.click.aliexpress.com/e/_DezHHe7",,,,,,,,
"1005003993615621","https://ae04.alicdn.com/kf/S61a5b91564a044308cfc30c8b1645034R.jpg","","K911 MAX GPS Drone 8K Professional Obstacle Avoidance Dual HD Camera Brushless Motor Foldable Quadcopter RC Distance 3000M","USD 82.59","42.00%","USD","7","USD 5.78","128","Average","4.7","https://s.click.aliexpress.com/e/_DByGqqf",,,,,,,,
"1005002555304013","https://ae04.alicdn.com/kf/H2dd2b22fca2745898c0a1341ed492950A.jpg","https://cloud.video.taobao.com/play/u/2211509387674/p/1/e/6/t/10301/307060064741.mp4,https://cloud.video.taobao.com/play/u/2211509387674/p/1/e/6/t/10301/307741298389.mp4","V4 Rc Drone 4k HD Wide Angle Camera 1080P WiFi fpv Drone Dual Camera Quadcopter Real-time transmission Helicopter Toys","USD 17.12","50.00%","USD","7","USD 1.20","801","Good","4.5","https://s.click.aliexpress.com/e/_DmXVCIP",,,,,,,,
"1005001659391984","https://ae04.alicdn.com/kf/S0ecd1aeda3164b358244f29545de4dd9E.jpg","https://cloud.video.taobao.com/play/u/2847878135/p/1/e/6/t/10301/316994870771.mp4","Drone L900 Pro SE MAX 4K Professional HD Camera 5G GPS Visual Obstacle Avoidance Brushless Motor Quadcopter RC Helicopter Toys","USD 79.99","66.00%","USD","7","USD 5.60","1538","Average","4.7","https://s.click.aliexpress.com/e/_DCitXr5",,,,,,,,
"1005002946624058","https://ae04.alicdn.com/kf/S30c5bd8720ae4300ae59beadb10efbadL.jpg","https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/347883163925.mp4,https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/346461668472.mp4","K911 MAX GPS Drone 4K Professional 8K Dual HD Camera FPV 1.2Km Brushless Motor RC Helicopters Foldable Quadcopter Drones Toys","USD 75.99","61.00%","USD","7","USD 5.32","513","Average","4.8","https://s.click.aliexpress.com/e/_DkBsQYb",,,,,,,,
"1005003293154900","https://ae04.alicdn.com/kf/U7d60e9a69e4b4f04b58f23be7e4798daz.jpg","https://cloud.video.taobao.com/play/u/2212527570970/p/1/e/6/t/10301/327532583394.mp4,https://cloud.video.taobao.com/play/u/2212527570970/p/1/e/6/t/10301/327147638682.mp4","H12 RC Drone FPV Quadcopter UAV with ESC Camera 4K Profesional Wide-Angle Aerial Photography Long Life Remote Control Helicopter","USD 34.20","55.00%","USD","8.0","USD 2.74","82","Average","4.6","https://s.click.aliexpress.com/e/_DlY6jfN",,,,,,,,
"1005003980496338","https://ae04.alicdn.com/kf/A7bb163a7e2274d02a311ca60030ae3352.jpg","https://cloud.video.taobao.com/play/u/339721249804/p/1/e/6/t/10301/1100077301873.mp4","SG906 Pro 2 /MAX 1 Drone 4K Professional FPV Camera with 3-Axis Gimbal 3KM Brushless GPS Quadcopter Obstacle Avoidance RC Dron","USD 319.33","44.00%","USD","7","USD 22.35","92","Average","4.8","https://s.click.aliexpress.com/e/_DmXZ4R1",,,,,,,,
"1005004511339121","https://ae04.alicdn.com/kf/Sad693dd99531415eb6f63929dd9133f3G.jpg","https://cloud.video.taobao.com/play/u/2214248614312/p/1/e/6/t/10301/1100063899035.mp4","XT8 Mini Drone 4K 1080P HD Camera 2.4G Cool Lights WiFi Fpv Air Pressure Altitude Keep Foldable Quadcopter RC Drone Kids Toy Boy","USD 3.85","53.00%","USD","12.0","USD 0.46","114","Top","5","https://s.click.aliexpress.com/e/_DnNmWaB",,,,,,,,
"1005003981973441","https://ae04.alicdn.com/kf/Sa46fee6167334ea2879ef25537d1334f3.jpg","https://cloud.video.taobao.com/play/u/2213019129733/p/1/e/6/t/10301/350055510361.mp4","SJRC F11S 4K Pro 5G WIFI 3KM FPV GPS With 4K HD Camera 2-Axis Gimbal Brushless Foldable RC Drone Quadcopter RTF VS SG906 MAX","USD 178.77","0.00%","USD","7","USD 12.51","53","Average","4.9","https://s.click.aliexpress.com/e/_DFNtm1z",,,,,,,,
"1005004217826544","https://ae04.alicdn.com/kf/Sca78fc4bd8c941d2bdf76c581ae284b3N.jpg","https://cloud.video.taobao.com/play/u/2201286265159/p/1/e/6/t/10301/1100018352339.mp4,https://cloud.video.taobao.com/play/u/2201286265159/p/1/e/6/t/10301/1100022242721.mp4","New P8 Drone 6K with ESC HD Dual Camera 5G Wifi FPV 360 Full Obstacle Avoidance Optical Flow Hover Foldable Quadcopter Boy Gift","USD 19.90","50.00%","USD","7","USD 1.39","294","Good","4.5","https://s.click.aliexpress.com/e/_Dk3YMQJ",,,,,,,,
"1005004211386924","https://ae04.alicdn.com/kf/Uaf0f137d56a44939ae8e43539bdb955an.jpg","https://cloud.video.taobao.com/play/u/1576376478173/p/1/e/6/t/10301/1100017698011.mp4","2022 New KK3 Drone 4K Professional Dual Camera Wifi FPV Three Sides Obstacle Avoidance Unmanned Quadcopter   Gifts Toys","USD 8.65","51.00%","USD","8.0","USD 0.69","153","Good","4.5","https://s.click.aliexpress.com/e/_Dcg6fi3",,,,,,,,
"1005002710517542","https://ae04.alicdn.com/kf/Sdd35a901ef5d4e559b8a1e89aae09e75F.jpg","https://cloud.video.taobao.com/play/u/2206744873886/p/1/e/6/t/10301/306077227755.mp4,https://cloud.video.taobao.com/play/u/2206744873886/p/1/e/6/t/10301/1100011111620.mp4","KF102 GPS Drone 4k Profesional 8K HD Camera 2-Axis Gimbal Anti-Shake Photography Brushless Foldable Quadcopter RC Distance 1200M","USD 128.20","52.00%","USD","8.0","USD 10.26","1273","Good","4.8","https://s.click.aliexpress.com/e/_DeJmYj1",,,,,,,,
"1005003953957120","https://ae04.alicdn.com/kf/S8aa57571f67e48dbb5baf784c46bfa00S.jpg","https://cloud.video.taobao.com/play/u/2209283243059/p/1/e/6/t/10301/348298052114.mp4","ZF04 RC Drone Mini Infrared Induction Hand Control Drone Altitude Hold 2 Controllers Quadcopter for Kids Toy Gift","USD 12.09","35.00%","USD","20.0","USD 2.42","442","Below Average","4.2","https://s.click.aliexpress.com/e/_DEOOvKx",,,,,,,,
"1005004092109386","https://ae04.alicdn.com/kf/S3a300eece55d4771afb8b1028b8d5368I.jpg","https://cloud.video.taobao.com/play/u/3532402559/p/1/e/6/t/10301/1100032011591.mp4,https://cloud.video.taobao.com/play/u/3532402559/p/1/e/6/t/10301/1100032011067.mp4","New Drone 8K Professional HD Camera 3 Axis Gimbal 360° Laser Obstacle Avoidance Photography Brushless Foldable Quadcopter 5 KM","USD 123.99","61.00%","USD","7","USD 8.68","282","Average","5","https://s.click.aliexpress.com/e/_DezQnsf",,,,,,,,
"1005002723861625","https://ae04.alicdn.com/kf/S57c228e61037408b9c875195fbfcc863c.jpg","https://cloud.video.taobao.com/play/u/52019941/p/1/e/6/t/10301/312359494678.mp4","E88/E525 Wholesa Folding Quadcopter With Dual Camera Mini Drone 4K Professional Aerial Photography VR FPV UAV RC Helicopters Toy","USD 26.70","56.00%","USD","8.0","USD 2.14","21","Average","4.8","https://s.click.aliexpress.com/e/_DcfbY2X",,,,,,,,
"1005004274846056","https://ae04.alicdn.com/kf/Abd216c0bc3114bebbeeecf6434fb4266Z.jpg","https://cloud.video.taobao.com/play/u/2213359423652/p/1/e/6/t/10301/1100027170156.mp4","Mini Drone Met/Zonder 4K HD Camera Follow Me Rc Helicopter Hight Hold Modus Rc Quadcopter Rtf Wifi Fpv RC Drone Toys For Kids","USD 11.01","31.00%","USD","8.0","USD 0.88","422","Average","4.2","https://s.click.aliexpress.com/e/_Dl0dxor",,,,,,,,
"1005001470723981","https://ae04.alicdn.com/kf/S0f3db85e7edf45c9b3a202005a3c011bV.jpg","https://cloud.video.taobao.com/play/u/4173896196/p/1/e/6/t/10301/282267410570.mp4","SJRC F11S 4K PRO Drone GPS 5G WiFi 2 Axis Gimbal  With HD Camera F11 4K PRO 3KM  Professional RC Foldable Brushless Quadcopter","USD 197.99","30.00%","USD","7","USD 13.86","514","Good","4.6","https://s.click.aliexpress.com/e/_DFXfkjv",,,,,,,,
"1005003968358190","https://ae04.alicdn.com/kf/Scf316c814728406eb46b70cb1779afae8.jpg","https://cloud.video.taobao.com/play/u/2200538539810/p/1/e/6/t/10301/1100045362430.mp4","FIMI X8SE 2022 V2 Camera Drone 10KM 4K professional Quadcopter camera RC Helicopter  FPV 3-axis Gimbal 4K Camera GPS RC Drone","USD 458.00","46.00%","USD","7","USD 32.06","926","Good","4.9","https://s.click.aliexpress.com/e/_DlOMjA7",,,,,,,,
"1005004246666916","https://ae04.alicdn.com/kf/S089cd68ff13f441dacccfa1af2927e16V.jpg","","CFLY Faith 2S GPS 3-Axis Gimbal fpv Drone Quadcopter C-FLY Faith 2S Collapsible Helicopter 4K Video Photo Ambarella SONY Camera","USD 339.51","45.00%","USD","7","USD 23.77","70","Average","4.7","https://s.click.aliexpress.com/e/_DlWH1jV",,,,,,,,
"1005002645753480","https://ae04.alicdn.com/kf/Hce89f446b99c469fb2ae5ad8a913738fv.jpg","https://cloud.video.taobao.com/play/u/3422495059/p/1/e/6/t/10301/310650207832.mp4,https://cloud.video.taobao.com/play/u/3422495059/p/1/e/6/t/10301/310649963499.mp4","2021 NEW F5  Professional 4K HD wide-angle Camera Gimbal  Dron  Aerial Photography WIFI FPV GPS  RC Quadcopter Drones","USD 39.38","45.00%","USD","8.0","USD 3.15","34","Good","3.6","https://s.click.aliexpress.com/e/_DBFTA3p",,,,,,,,
"1005001405472635","https://ae04.alicdn.com/kf/H5922408c2606457b903cc8e92d0218a6b.jpg","https://cloud.video.taobao.com/play/u/2209013579760/p/1/e/6/t/10301/281491382808.mp4","NYR E99 Pro2 RC Mini Drone 4K 1080P 720P Dual Camera WIFI FPV Aerial Photography Helicopter Foldable Quadcopter Dron Toys","USD 16.93","54.00%","USD","8.0","USD 1.35","1755","Average","4.7","https://s.click.aliexpress.com/e/_DEMVLqb",,,,,,,,
"1005001623013774","https://ae04.alicdn.com/kf/Afa44abfe6ada41a896296c64c98a84d57.jpg","","E58/E59 WIFI FPV with wide angle HD 1080P camera high Hold Mode Folding arm RC Quadcopter Drone X Pro RTF RC","USD 30.17","62.00%","USD","8.0","USD 2.41","248","Average","4.4","https://s.click.aliexpress.com/e/_DdaFXE7",,,,,,,,
"1005003885098274","https://ae04.alicdn.com/kf/S15b4718896684864abab73bbc2f18a511.jpg","https://cloud.video.taobao.com/play/u/2213010272319/p/1/e/6/t/10301/1100013247585.mp4","V8 New Mini Drone 4K 1080P HD Camera WiFi Fpv Air Pressure Height Maintain  Foldable Quadcopter RC Dron Toy Gift","USD 30.89","24.00%","USD","14.0","USD 4.32","689","Good","4.9","https://s.click.aliexpress.com/e/_DeLRuoT",,,,,,,,
"1005001479302042","https://ae04.alicdn.com/kf/S9e4781b203194774997cc05a3c1fc924w.jpg","https://cloud.video.taobao.com/play/u/3532402559/p/1/e/6/t/10301/279458500702.mp4,https://cloud.video.taobao.com/play/u/3532402559/p/1/e/6/t/10301/340809937802.mp4","CSF F11S Pro Drone 4k Profesional Camera 3KM WIFI GPS EIS 2-axis Anti-Shake Gimbal FPV Brushless Quadcopter RC Helicopter Dron","USD 171.99","61.00%","USD","8.0","USD 13.76","1188","Average","4.8","https://s.click.aliexpress.com/e/_DCUo6vV",,,,,,,,
"4001010695246","https://ae04.alicdn.com/kf/Hdcfb0d34c9bd44fdbdad2c0b428807b81.jpg","https://cloud.video.taobao.com/play/u/1721443352/p/1/e/6/t/10301/282935078789.mp4","Mavic 3/Mavic Air 2/DJI Air 2S Landing Pads 55cm 75cm 110cm Drones Landing Pad for DJI Mavic Mini Air RC Quadcopters Accessories","USD 15.50","0.00%","USD","7","USD 1.09","220","Good","4.9","https://s.click.aliexpress.com/e/_DkJrJvv",,,,,,,,
"1005003016887142","https://ae04.alicdn.com/kf/H83748838c1784e5a8afe878aa1b7b5cen.jpg","https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/303450357371.mp4,https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/303062005386.mp4","2022 New SG907 MAX GPS Professional Drone with 5G WiFi EIS 4K Camera Three-Axis Gimbal Brushless RC Quadcopter FPV Dron VS SG906","USD 102.89","52.00%","USD","7","USD 7.20","251","Average","4.9","https://s.click.aliexpress.com/e/_DdqKk95",,,,,,,,
"1005002378430210","https://ae04.alicdn.com/kf/H4d0612b769c4498697fd964a86f14188Z.jpg","https://cloud.video.taobao.com/play/u/3410574927/p/1/e/6/t/10301/306112067260.mp4","F11 PRO 4K / F11S 4K PRO HD Camera Gimbal Dron Brushless WIFI FPV GPS Foldable RC Quadcopter Drone 3KM","USD 158.99","0.00%","USD","7","USD 11.13","32","Good","4.9","https://s.click.aliexpress.com/e/_DlxE31p",,,,,,,,
"1005003402814992","https://ae04.alicdn.com/kf/H09f851dc88d7481797a58e6e93356989e.jpg","https://cloud.video.taobao.com/play/u/804620995/p/1/e/6/t/10301/332874689224.mp4","DarwinFPV Baby Ape FPV Drone Flight Control Quadcopters  142mm 3 Inch  F4 OSD 15A  AIO BLHeli_S Dshot600 40CH 200mW 700TVL","USD 79.90","32.00%","USD","7","USD 5.59","154","Average","4.8","https://s.click.aliexpress.com/e/_DBYNs0b",,,,,,,,
"1005002125117806","https://ae04.alicdn.com/kf/S76a80c59c34d436a9c10f61b86d8b0c7s.jpg","https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/348449481566.mp4,https://cloud.video.taobao.com/play/u/3851746077/p/1/e/6/t/10301/348451053552.mp4","2022 NEW S135 MAX GPS Drone 4K Professional Dual HD Camera 3-Axis Gimbal FPV Aerial Photography Brushless Motor Quadcopter Toys","USD 131.59","54.00%","USD","7","USD 9.21","139","Average","4.9","https://s.click.aliexpress.com/e/_DCqsBbd",,,,,,,,
"1005004506328137","https://ae04.alicdn.com/kf/S5c90b74e09a64a8b88883df3ad13bd2dj.jpg","","XYRC KAI ONE PRO GPS Drone 4K Professional 8K HD Dual Camera Wifi 3-Axis EIS Gimbal Brushless Motor RC 1200M Foldable Quadcopter","USD 143.68","49.00%","USD","7","USD 10.06","21","Good","4.9","https://s.click.aliexpress.com/e/_Dk9d7gB",,,,,,,,
"1005003433019084","https://ae04.alicdn.com/kf/H058874637c3047c7acd81c99d4b31512g.jpg","https://cloud.video.taobao.com/play/u/2212552362661/p/1/e/6/t/10301/332777623864.mp4,https://cloud.video.taobao.com/play/u/2212552362661/p/1/e/6/t/10301/331510068352.mp4","2021 NEW Drone GEPRC CineLog35 HD with Vista Nebula Pro System 4S/6S GPS FPV Quadcopter RC Helicopter","USD 419.00","50.00%","USD","8.0","USD 33.52","64","Average","5","https://s.click.aliexpress.com/e/_Dephunh",,,,,,,,
"1005001388114536","https://ae04.alicdn.com/kf/Sb8411fb51f88486ca770cf7c1cbad2deC.jpg","https://cloud.video.taobao.com/play/u/2208581980933/p/1/e/6/t/10301/306423502442.mp4,https://cloud.video.taobao.com/play/u/2208581980933/p/1/e/6/t/10301/305759448856.mp4","4DRC V4 WIFI FPV Drone WiFi live video FPV 4K/1080P HD Wide Angle Camera Foldable Altitude Hold Durable RC Quadcopter","USD 23.88","46.00%","USD","8.0","USD 1.91","4638","Good","4.4","https://s.click.aliexpress.com/e/_DlEPMhd",,,,,,,,
"1005001552162516","https://ae04.alicdn.com/kf/S399991be06ef45d7b09bfc4cabd0c17at.jpg","https://cloud.video.taobao.com/play/u/3422495059/p/1/e/6/t/10301/281787900055.mp4,https://cloud.video.taobao.com/play/u/3422495059/p/1/e/6/t/10301/282554123177.mp4","V8 New Mini Drone 4K 1080P HD Camera WiFi Fpv Air Pressure Height Maintain  Foldable Quadcopter RC Dron Toy Gift","USD 19.40","52.00%","USD","8.0","USD 1.55","2808","Good","4.5","https://s.click.aliexpress.com/e/_DmoFqN5",,,,,,,,
"1005004479210001","https://ae04.alicdn.com/kf/S9284ea136bca4d0eb9896f7e04bc41c2G.jpg","https://cloud.video.taobao.com/play/u/2214248614312/p/1/e/6/t/10301/1100059302847.mp4","CLOUD SAIL New Mini Drone 360 Degree Rolling Air Pressure Altitude Keep Foldable Quadcopter Remote Control Drone Toy Gift","USD 20.62","58.00%","USD","12.0","USD 2.47","51","Top","5","https://s.click.aliexpress.com/e/_DEJZhWx",,,,,,,,
"1005004274379439","https://ae04.alicdn.com/kf/Sb59b3f1d770b439580e0b2f2c84709f0Y.jpg","https://cloud.video.taobao.com/play/u/2210864029826/p/1/e/6/t/10301/1100027111361.mp4","S128 Mini Drone 4K HD Camera Three-sided Obstacle Avoidance Air Pressure Fixed Height Professional Foldable Quadcopter Toys","USD 27.79","52.00%","USD","8.0","USD 2.22","2308","Good","4.7","https://s.click.aliexpress.com/e/_DllWNOT",,,,,,,,
"1005004041875459","https://ae04.alicdn.com/kf/Sff4f3dbd45ed4fdfbf0cdcc3bdf5f043J.jpg","https://cloud.video.taobao.com/play/u/2206744873886/p/1/e/6/t/10301/352140894519.mp4,https://cloud.video.taobao.com/play/u/2206744873886/p/1/e/6/t/10301/1100011114322.mp4","L900PRO GPS Drone 4K HD Professional Dual Camera Aerial Stabilization Brushless Motor Foldable Quadcopter Helicopter RC 1200M","USD 84.69","52.00%","USD","8.0","USD 6.78","1000","Good","4.8","https://s.click.aliexpress.com/e/_DdSbJgJ",,,,,,,,
"1005004047205590","https://ae04.alicdn.com/kf/U09eb8fb49cf046ef902f766335943f5bR.jpg","https://cloud.video.taobao.com/play/u/1576357302046/p/1/e/6/t/10301/352133653010.mp4","XT9 RC Drone 4K HD Camera WiFI FPV Aerial Photography Drone Dual Camera Foldable Quadcopter RC Plane Helicopter Toys LED Lights","USD 50.57","51.00%","USD","7","USD 3.54","36","Below Average","4.2","https://s.click.aliexpress.com/e/_DB9t7Dt",,,,,,,,
